CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","07:42:55","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","80","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","22:23:33","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","430","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/01/2020","22:52:51","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","330","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","08:28:28","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","22:53:10","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","330","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","07:41:18","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","80","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","08:11:39","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","22:26:40","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","430","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","08:11:03","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","22:52:40","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","330","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","07:42:42","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","40","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/08/2020","22:57:09","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","270","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","07:51:35","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","40","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/09/2020","21:58:30","PRIME TIME","WAXN","IND","FAMILY FEUD","GAME SHOW","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","08:14:06","EARLY MORNING","WAXN","IND","EYEWITNESS NEWS MORNING","NEWSCAST (LOCAL ONLY)","60","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/10/2020","22:27:59","LATE NEWS","WAXN","IND","EYEWITNESS NEWS ON TV-64","NEWSCAST (LOCAL ONLY)","390","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","08:46:15","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","10:58:15","DAYTIME","WBTV","CBS","LET'S MAKE A DEAL-CBS","GAME SHOW","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","15:43:56","DAYTIME","WBTV","CBS","QC@3","NEWS MAGAZINE","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","16:44:23","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 4PM","NEWSCAST (LOCAL ONLY)","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","17:51:14","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","18:27:10","EARLY NEWS","WBTV","CBS","WBTV 3 NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","730","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/02/2020","19:45:03","PRIME ACCESS","WBTV","CBS","ON YOUR SIDE TONIGHT WIT","NEWS MAGAZINE","440","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","05:50:56","EARLY MORNING","WBTV","CBS","WBTV NEWS AT 5:30AM","NEWSCAST (LOCAL ONLY)","440","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","08:28:02","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/03/2020","10:58:29","DAYTIME","WBTV","CBS","LET'S MAKE A DEAL-CBS","GAME SHOW","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/04/2020","00:27:28","LATE FRINGE","WBTV","CBS","LATE SHOW WITH STEPHEN C","TALK","780","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/04/2020","01:20:08","LATE FRINGE","WBTV","CBS","LATE LATE SHOW WITH JAME","TALK","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/04/2020","23:58:47","LATE FRINGE","WBTV","CBS","UNIDENTIFIED PROGRAM","UNCLASSIFIED","470","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/05/2020","06:29:40","EARLY MORNING","WBTV","CBS","WBTV NEWS 3 SUNDAY 6A","NEWSCAST (LOCAL ONLY)","180","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","06:51:08","EARLY MORNING","WBTV","CBS","WBTV 3 NEWS AT 6AM","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","08:23:47","EARLY MORNING","WBTV","CBS","CBS THIS MORNING","NEWS FORUM/INTERVIEW/VARIED FORMAT","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","12:25:29","DAYTIME","WBTV","CBS","WBTV 3 NEWS AT 12 NOON","NEWSCAST (LOCAL ONLY)","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","15:21:31","DAYTIME","WBTV","CBS","QC@3","NEWS MAGAZINE","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","16:38:47","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 4PM","NEWSCAST (LOCAL ONLY)","380","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","17:42:45","EARLY FRINGE","WBTV","CBS","WBTV 3 NEWS AT 5PM","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","18:13:33","EARLY NEWS","WBTV","CBS","WBTV 3 NEWS AT 6PM","NEWSCAST (LOCAL ONLY)","730","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","19:13:35","PRIME ACCESS","WBTV","CBS","WBTV NEWS PRIME TIME","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/06/2020","23:33:04","LATE FRINGE","WBTV","CBS","WBTV 3 NEWS AT 11PM","NEWSCAST (LOCAL ONLY)","780","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","00:34:30","LATE FRINGE","WBTV","CBS","LATE SHOW WITH STEPHEN C","TALK","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","01:30:52","LATE FRINGE","WBTV","CBS","LATE LATE SHOW WITH JAME","TALK","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","06:52:13","EARLY MORNING","WBTV","CBS","WBTV 3 NEWS AT 6AM","NEWSCAST (LOCAL ONLY)","550","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","CHARLOTTE","N/A","Spot TV","01/07/2020","10:58:15","DAYTIME","WBTV","CBS","LET'S MAKE A DEAL-CBS","GAME SHOW","260","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","517","NC"
