CREATIVE,LINK,SPONSOR,CATEGORY,CATEGORY-STATE,L,MARKET,DISTRICT,MEDIA,AIRDATE,AIRTIME,DAYPART,STATION,AFFILIATE,PROGRAM,PROGRAM TYPE,EST. COST,AD TYPE,AFFILIATION,ELECTION,ISSUE,LEVEL,RACE,TONE,YEAR,NIELSENDMAID,MARKET-STATE
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/05/2020","22:11:05","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","14:32:13","DAYTIME","WCWG","CW","JERRY SPRINGER","TALK","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","22:13:14","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/08/2020","22:24:34","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/08/2020","22:59:17","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/09/2020","15:39:48","DAYTIME","WCWG","CW","JERRY SPRINGER-CW  ","TALK","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/11/2020","08:10:58","EARLY MORNING","WCWG","CW","WXII 12 NEWS AT 8AM","NEWSCAST (LOCAL ONLY)","30","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/11/2020","22:22:17","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","10","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/12/2020","22:10:45","LATE NEWS","WCWG","CW","WXII 12 NEWS AT 10PM ON","NEWSCAST (LOCAL ONLY)","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/04/2020","07:58:06","EARLY MORNING","WFMY","CBS","GOOD MORNING SHOW WEEKEN","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/05/2020","08:31:19","EARLY MORNING","WFMY","CBS","GOOD MORNING SHOW WEEKEN","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/09/2020","19:42:47","PRIME ACCESS","WFMY","CBS","JEOPARDY","GAME SHOW","270","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/10/2020","18:16:24","EARLY NEWS","WFMY","CBS","WFMY NEWS 2 AT 6","NEWSCAST (LOCAL ONLY)","410","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/11/2020","07:26:37","EARLY MORNING","WFMY","CBS","CBS THIS MORNING-SAT","NEWSCAST(CABLE/NETWORK ONLY)","80","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/12/2020","08:16:49","EARLY MORNING","WFMY","CBS","GOOD MORNING SHOW WEEKEN","NEWSCAST (LOCAL ONLY)","90","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","00:08:39","LATE FRINGE","WGHP","FOX","FOX'S NEW YEAR'S EVE/STV","AWARD/PAGEANT/PARADE/CELEBRATION","20","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","07:27:59","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 6:00A","NEWSCAST (LOCAL ONLY)","140","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","07:52:25","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 6:00A","NEWSCAST (LOCAL ONLY)","140","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","15:43:35","DAYTIME","WGHP","FOX","JUDGE JUDY","SLICE-OF-LIFE","60","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","17:08:46","EARLY FRINGE","WGHP","FOX","FOX8 NEWS AT 5:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","17:44:38","EARLY FRINGE","WGHP","FOX","FOX8 NEWS AT 5:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","18:13:13","EARLY NEWS","WGHP","FOX","FOX8 NEWS AT 6:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","18:45:00","EARLY NEWS","WGHP","FOX","FOX8 NEWS AT 6:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","22:28:50","LATE NEWS","WGHP","FOX","FOX8 10:00 NEWS","NEWSCAST (LOCAL ONLY)","390","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/01/2020","23:10:46","LATE FRINGE","WGHP","FOX","FOX8 NEWS AT 11:00P","NEWSCAST (LOCAL ONLY)","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","08:52:15","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 8:00A","NEWSCAST (LOCAL ONLY)","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","14:55:29","DAYTIME","WGHP","FOX","JUDGE JUDY","SLICE-OF-LIFE","60","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","15:28:52","DAYTIME","WGHP","FOX","JUDGE JUDY","SLICE-OF-LIFE","60","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","22:22:30","LATE NEWS","WGHP","FOX","FOX8 10:00 NEWS","NEWSCAST (LOCAL ONLY)","390","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","23:11:02","LATE FRINGE","WGHP","FOX","FOX8 NEWS AT 11:00P","NEWSCAST (LOCAL ONLY)","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/02/2020","23:55:16","LATE FRINGE","WGHP","FOX","TMZ","ENTERTAINMENT MAGAZINE","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/03/2020","05:53:30","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 5:00A","NEWSCAST (LOCAL ONLY)","70","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/03/2020","06:40:06","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 6:00A","NEWSCAST (LOCAL ONLY)","140","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/03/2020","16:53:25","EARLY FRINGE","WGHP","FOX","FOX8 NEWS AT 4:00P","NEWSCAST (LOCAL ONLY)","70","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/03/2020","17:22:54","EARLY FRINGE","WGHP","FOX","FOX8 NEWS AT 5:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/03/2020","23:56:19","LATE FRINGE","WGHP","FOX","TMZ","ENTERTAINMENT MAGAZINE","100","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","09:38:44","DAYTIME","WGHP","FOX","FOX8 NEWS AT 9:00A","NEWSCAST (LOCAL ONLY)","70","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","10:26:14","DAYTIME","WGHP","FOX","RACHAEL RAY","TALK","70","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","15:50:14","DAYTIME","WGHP","FOX","JUDGE JUDY","SLICE-OF-LIFE","60","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","18:30:22","EARLY NEWS","WGHP","FOX","FOX8 NEWS AT 6:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","18:53:57","EARLY NEWS","WGHP","FOX","FOX8 NEWS AT 6:00P","NEWSCAST (LOCAL ONLY)","200","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/06/2020","22:38:10","LATE NEWS","WGHP","FOX","FOX8 10:00 NEWS","NEWSCAST (LOCAL ONLY)","390","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
"USSEN/NC VOTEVETS STEPPED UP","http://mycmag.kantarmediana.com/KMIcmagvidbin2/USSEN_NC_VOTEVETS_STEPPED_UP.wmv","VOTE VETS ACTION FUND","US SENATE","NC","30","GREENSBORO","N/A","Spot TV","01/08/2020","05:44:29","EARLY MORNING","WGHP","FOX","FOX8 NEWS AT 5:00A","NEWSCAST (LOCAL ONLY)","70","ISSUE-ELECTION","DEMOCRAT","PRIMARY","EDUCATION|HEALTHCARE|IRAQ/AFGHAN WAR|TERRORISM|PRO-OBAMA MESSAGE|INTERNATIONAL AFFAIRS","FEDERAL","US SENATE","POSITIVE","2020","518","NC"
